id,round,amount,product_name,investment,business_id,credit_code,name,update_time,date
230,天使轮,200万,,投资方未知,,91130108MA07NC3T8A,河北卓蓝科技有限公司,2020-06-17 20:03:34,
231,A轮,金额未知,,腾讯投资,,91120116MA05JT7C7Y,天津量子时代网络科技有限公司,2020-06-17 20:03:34,
232,天使轮,250万,,"中文在线
极客帮创投",,91120116MA05JT7C7Y,天津量子时代网络科技有限公司,2020-06-17 20:03:34,
233,Pre-A轮,700万,,"梅花创投
东霖创投
创业邦天使基金
跃马资本",,91120116MA05JT7C7Y,天津量子时代网络科技有限公司,2020-06-17 20:03:34,
234,天使轮,100万,,青锐创投,,91110115MA01A9GM9U,北京喵小匠科技有限公司,2020-06-17 20:03:34,
235,天使轮,未披露,,天九投资,,91110114MA002YBJ6U,北京天九联盟信息产业有限公司,2020-06-17 20:03:34,
236,天使轮,1000万,,投资方未知,,91110108MA01M3AN8D,北京中科泽达科技有限公司,2020-06-17 20:03:34,
237,-,金额未知,,天九投资,,91110108MA00GXPF6C,北京聚策企业管理咨询有限公司,2020-06-17 20:03:34,
238,-,金额未知,,天九投资,,91110108MA00ACQR0G,天九共享网络科技集团有限公司,2020-06-17 20:03:34,
239,天使轮,未披露,,天九投资,,91110108MA00ACQR0G,天九共享网络科技集团有限公司,2020-06-17 20:03:34,
240,Pre-A轮,100万,,投资方未知,,91110108MA0039X598,北京戴乐科技有限公司,2020-06-17 20:03:34,
241,天使轮,90万,,"恺富资本
PreAngel
河南省政府创业引导资金",,91110108MA0039X598,北京戴乐科技有限公司,2020-06-17 20:03:34,
242,种子轮,金额未知,,北京驭风青云投资管理,,91110108MA002TGC7J,北京贵安宝贝科技有限公司,2020-06-17 20:03:34,
243,A轮,2500万,,"VP Capital
Larnabel Ventures",,91110108672360658C,北京华富时代创业投资顾问有限公司,2020-06-17 20:03:34,
244,天使轮,金额未知,,洪泰智造工场,,91110108348306692P,北京中科慧居科技有限公司,2020-06-17 20:03:34,
245,A轮,金额未知,,"上海梓翮商务咨询有限公司
江苏蓝天国际投资有限公司
昆明滇帮商务咨询有限公司
杭州汇创企业管理咨询有限公司
海口众翔商务咨询有限公司
天九幸福集团
成都智享企业管理有限公司
山东绿都生物科技有限公司",,91110106MA019C3T6T,北京聚翔企业管理咨询有限公司,2020-06-17 20:03:34,
246,A轮,金额未知,,星火金融,,91110106565759612H,北京恒易时代体育文化有限公司,2020-06-17 20:03:34,
247,天使轮,150万,,投资方未知,,91110106565759612H,北京恒易时代体育文化有限公司,2020-06-17 20:03:34,
248,天使轮,100万,,天地壹号,,911101063579218060,北京居易科技有限公司,2020-06-17 20:03:34,
249,天使轮,500万美元,,光速中国,,91110106335593733X,北京前橙网络技术有限公司,2020-06-17 20:03:34,
250,种子轮,金额未知,,唯猎资本,,91110105MA01FYET9L,北京过目不忘文化有限公司,2020-06-17 20:03:34,
251,天使轮,未披露,,节点资本,,91110105MA01DN8H17,北京般若天下传媒科技有限公司,2020-06-17 20:03:34,
252,天使轮,金额未知,,洪泰智造工场,,91110105MA01771YXQ,北京景未和笋科技有限公司,2020-06-17 20:03:34,
253,并购,金额未知,,天九幸福,,91110105MA00F8PBXL,北京天智伟业管理咨询有限公司,2020-06-17 20:03:34,
254,天使轮,金额未知,,"天九幸福
总裁读书会",,91110105MA00F8PBXL,北京天智伟业管理咨询有限公司,2020-06-17 20:03:34,
255,种子轮,金额未知,,"零一创投
蓝湖资本",,91110105MA00C5NA4K,北京复调科技有限公司,2020-06-17 20:03:34,
256,天使轮,金额未知,,投资方未知,,91110105MA00C27A4Q,司马找车(北京)科技有限公司,2020-06-17 20:03:34,
257,天使轮,金额未知,,优格资本,,91110105MA00BQQH2H,北京漫光弧文化传播有限公司,2020-06-17 20:03:34,
258,A轮,金额未知,,纽信创投,,91110105MA00AREQ7Y,北京惠权益科技有限公司,2020-06-17 20:03:34,
259,天使轮,200万,,水木清华校友基金,,91110105MA00AREQ7Y,北京惠权益科技有限公司,2020-06-17 20:03:34,
260,-,金额未知,,易联资本,,91110105MA00992F63,汤逊湖畔(北京)科技有限公司,2020-06-17 20:03:34,
261,被收购,金额未知,,智链ChainNova,,91110105MA007L3W3W,云图智链(北京)科技有限公司,2020-06-17 20:03:34,
262,天使轮,500万,,"水木清华校友基金
飞图创投
清源创投
英诺天使基金
清华DNA基金",,91110105MA003NL50U,北京尔思信息技术有限公司,2020-06-17 20:03:34,
263,A轮,金额未知,,"吉比特投资
海鲲投资",,91110105MA003JKD9D,火箭拳(北京)科技有限公司,2020-06-17 20:03:34,
264,天使轮,金额未知,,"青锐创投
中汇美联企业管理（北京）有限公司",,91110105MA003JKD9D,火箭拳(北京)科技有限公司,2020-06-17 20:03:34,
265,天使轮,未披露,,天九投资,,91110105MA0017X95N,北京天九华北企业管理咨询有限公司,2020-06-17 20:03:34,
266,Pre-A轮,800万,,"56网
AK创客空间",,91110105MA0012JB9J,悦游五洲(北京)新媒体技术有限责任公司,2020-06-17 20:03:34,
267,A轮,金额未知,,顺为资本,,91110105558596368E,北京彩翼艺术培训有限公司,2020-06-17 20:03:34,
268,天使轮,金额未知,,真格基金,,91110105558596368E,北京彩翼艺术培训有限公司,2020-06-17 20:03:34,
269,天使轮,100万,,"点亮资本
弘道资本",,911101053971064278,北京青漫文化有限公司,2020-06-17 20:03:34,
270,天使轮,100万,,投资方未知,,9111010535294606X6,北京雍贵联合投资有限公司,2020-06-17 20:03:34,
271,A+轮,金额未知,,澎湃资本,,91110105351307581G,铭策(北京)智能科技有限公司,2020-06-17 20:03:34,
272,种子轮,金额未知,,零一创投,,91110105351307581G,铭策(北京)智能科技有限公司,2020-06-17 20:03:34,
273,A轮,金额未知,,基因资本,,91110105351307581G,铭策(北京)智能科技有限公司,2020-06-17 20:03:34,
274,天使轮,金额未知,,领医创造,,91110105351307581G,铭策(北京)智能科技有限公司,2020-06-17 20:03:34,
275,天使轮,500万,,"58同城
复远投资",,9111010534838739X4,北京有票科技有限公司,2020-06-17 20:03:34,
276,种子轮,76万,,投资方未知,,9111010534838739X4,北京有票科技有限公司,2020-06-17 20:03:34,
277,Pre-A轮,800万,,清控银杏,,911101053397981117,悦游五洲(北京)国际旅行社有限公司,2020-06-17 20:03:35,
278,种子轮,195万,,个人投资人,,91110105318191337T,北京小书房信息技术有限公司,2020-06-17 20:03:35,
279,天使轮,金额未知,,首业资本,,91110105318032459Y,北京汽车人电子商务有限公司,2020-06-17 20:03:35,
280,种子轮,金额未知,,真顺基金,,91110105318032459Y,北京汽车人电子商务有限公司,2020-06-17 20:03:35,
281,天使轮,金额未知,,"东方弘道
点亮资本",,91110105306593136N,北京光宇云教育科技有限公司,2020-06-17 20:03:35,
282,天使轮,金额未知,,和君资本,,9111010530658941XG,北京米来未来教育科技有限公司,2020-06-17 20:03:35,
283,天使轮,100万,,众诚资本,,91110105092440360B,宝晟科技(北京)有限公司,2020-06-17 20:03:35,
284,A轮,金额未知,,未披露,,91110105082880725L,易贝特信息科技(北京)有限公司,2020-06-17 20:03:35,
285,-,金额未知,,广东荣和基金管理,,91110102MA019NFPXH,盘古通信有限公司,2020-06-17 20:03:35,
286,天使轮,金额未知,,"真格基金
光速中国",,91110102344387966P,颐月信息技术(北京)有限公司,2020-06-17 20:03:35,
287,Pre-A轮,100万,,"光速中国
Sagamore",,91110102344387966P,颐月信息技术(北京)有限公司,2020-06-17 20:03:35,
288,A轮,数千万,,"网易
金石投资
凯兴资本",,91110102317924703L,惠人贷商务顾问(北京)有限公司,2020-06-17 20:03:35,
289,天使轮,金额未知,,ChinaFace,,91110102317924703L,惠人贷商务顾问(北京)有限公司,2020-06-17 20:03:35,
290,A+轮,1000万,,"紫牛基金
紫金汇基金
元迅基金
和合瑞盈投资基金",,91110101344299798T,北京易定制网络科技有限公司,2020-06-17 20:03:35,
291,A轮,1200万,,"紫牛基金
紫金汇基金",,91110101344299798T,北京易定制网络科技有限公司,2020-06-17 20:03:35,
292,Pre-A轮,800万,,联科创盈,,91110101344299798T,北京易定制网络科技有限公司,2020-06-17 20:03:35,
293,天使轮,100万,,"23Seed
JRR Capital
Next Blockchain Capital",,91310230MA1K0YKE15,上海哈什信息科技有限公司,2020-06-17 20:03:35,
294,天使轮,33.5万人民币,,创新工场,,91310230MA1K0MNA5D,上海维克多教育科技有限公司,2020-06-17 20:03:35,
295,种子轮,19.25万人民币,,原子创投,,91310230MA1K0MNA5D,上海维克多教育科技有限公司,2020-06-17 20:03:35,
296,-,金额未知,,亦联资本,,91310230MA1K0LDB7A,上海哆啦教育科技有限公司,2020-06-17 20:03:35,
297,天使轮,金额未知,,洪泰智造工场,,91310230MA1K057M50,上海凹德智能化科技有限公司,2020-06-17 20:03:35,
298,天使轮,金额未知,,上海洛书,,91310230MA1JYJGJ04,上海展庭信息技术有限公司,2020-06-17 20:03:35,
299,Pre-A轮,1000万人民币,,乐奕创投,,91310230324673455A,海涯健康管理咨询(上海)有限公司,2020-06-17 20:03:35,
300,A轮,1600万,,投资方未知,,91310120598187833R,上海欢趣网络信息科技有限公司,2020-06-17 20:03:35,
301,天使轮,200万,,鸣客资本,,91310120598187833R,上海欢趣网络信息科技有限公司,2020-06-17 20:03:35,
302,天使轮,200万,,投资方未知,,91310117332767638B,上海荣橙信息技术有限公司,2020-06-17 20:03:35,
303,B轮,金额未知,,"启明创投
聚明创投",,91310115MA1K41JM2B,恒翼生物医药科技(上海)有限公司,2020-06-17 20:03:35,
304,A轮,金额未知,,华鑫资本,,91310115MA1K41JM2B,恒翼生物医药科技(上海)有限公司,2020-06-17 20:03:35,
305,A+轮,1000万,,"盈科资本
秦明投资
春风创投
Jaguar Ventures
BEEVEST CAPITAL LIMITED",,91310115MA1K41JM2B,恒翼生物医药科技(上海)有限公司,2020-06-17 20:03:35,
306,天使轮,金额未知,,"隆泰投资
泰福资本
泰格医药
MAGICFINDER INVESTMENT LIMITED",,91310115MA1K41JM2B,恒翼生物医药科技(上海)有限公司,2020-06-17 20:03:35,
307,-,金额未知,,天津英雄金控科技有限公司,,91310115MA1H9JUF9A,上海贤隆网络科技有限公司,2020-06-17 20:03:35,
308,天使轮,金额未知,,丽珠集团,,91310115MA1H9H8K4U,享融(上海)生物科技有限公司,2020-06-17 20:03:35,
309,A轮,金额未知,,海脉德创投,,91310115MA1H87E226,上海浩聚医疗科技有限公司,2020-06-17 20:03:35,
310,天使轮,金额未知,,衍禧堂孵化器,,91310115MA1H87E226,上海浩聚医疗科技有限公司,2020-06-17 20:03:35,
311,A轮,100万,,投资方未知,,91310115MA1H7UW32F,澳必馥(上海)电子商务有限公司,2020-06-17 20:03:35,
312,天使轮,500万,,博强资本,,91310115MA1H7UW32F,澳必馥(上海)电子商务有限公司,2020-06-17 20:03:35,
313,天使轮,500万,,中通银莱,,91310115351033808E,上海英聪信息科技有限公司,2020-06-17 20:03:35,
314,天使轮,金额未知,,投资方未知,,91310115332354489K,上海玩儿群信息科技有限公司,2020-06-17 20:03:35,
315,B轮,金额未知,,箭征投资,,91310115324523553L,张逗张花文化传播(上海)有限公司,2020-06-17 20:03:35,
316,A轮,金额未知,,"青松基金
暴走漫画",,91310115324523553L,张逗张花文化传播(上海)有限公司,2020-06-17 20:03:35,
317,A+轮,金额未知,,新进创投,,91310115324523553L,张逗张花文化传播(上海)有限公司,2020-06-17 20:03:35,
318,天使轮,100万,,"接力天使
接力基金",,91310115324523553L,张逗张花文化传播(上海)有限公司,2020-06-17 20:03:35,
319,种子轮,50万,,上海市大学生科技创业基金“雄鹰计划”,,913101153243595620,上海醉礼网络科技有限公司,2020-06-17 20:03:35,
320,天使轮,100万,,险峰长青,,913101150878778756,上海家装宝信息技术有限公司,2020-06-17 20:03:35,
321,天使轮,金额未知,,十方创投,,91310114691631484G,盈华(上海)信息技术有限公司,2020-06-17 20:03:35,
322,种子轮,金额未知,,投资方未知,,91310113MA1GLTEW8A,上海鉴知信息科技有限公司,2020-06-17 20:03:35,
323,天使轮,金额未知,,投资方未知,,91310113MA1GKPXB0P,上海奥视教育科技有限公司,2020-06-17 20:03:35,
324,Pre-A轮,3000万人民币,,"真格基金
红杉资本中国
臻云创投",,91310113MA1GKF9N9K,上海懿天网络科技有限公司,2020-06-17 20:03:35,
325,A轮,数千万美元,,腾讯投资,,91310113MA1GKF9N9K,上海懿天网络科技有限公司,2020-06-17 20:03:35,
326,天使轮,600万人民币,,"真格基金
臻云创投",,91310113MA1GKF9N9K,上海懿天网络科技有限公司,2020-06-17 20:03:35,
327,天使轮,300万,,泽厚资本,,91310113MA1GK4BK76,上海要票信息技术有限公司,2020-06-17 20:03:35,
328,A轮,金额未知,,"中科创星
上海紫竹小苗股权投资基金有限公司",,91310112MA1GBR0235,上海擎茂微电子科技有限公司,2020-06-17 20:03:35,
329,天使轮,金额未知,,"银茂微
陆芯电子",,91310112MA1GBR0235,上海擎茂微电子科技有限公司,2020-06-17 20:03:35,
330,天使轮,100万,,契阔资本,,91310112MA1GBBNL19,上海治宬网络科技有限公司,2020-06-17 20:03:36,
331,战略投资,金额未知,,"追梦者基金
水滴资本
龙庆投资
道合金泽资本",,913101125619055630,上海慧能商务咨询有限公司,2020-06-17 20:03:36,
332,天使轮,金额未知,,"硬币资本
千方基金",,913101125619055630,上海慧能商务咨询有限公司,2020-06-17 20:03:36,
333,A轮,5000万,,聚合资本  荣创资本,,913101123324351741,焦聚网络科技(上海)有限公司,2020-06-17 20:03:36,
334,天使轮,600万,,丁浩,,913101123324351741,焦聚网络科技(上海)有限公司,2020-06-17 20:03:36,
335,天使轮,金额未知,,凯石资本,,91310112323146960C,上海海云生物科技有限公司,2020-06-17 20:03:36,
336,天使轮,金额未知,,投资方未知,,91310112301436596T,上海睿咔信息科技有限公司,2020-06-17 20:03:36,
337,天使轮,2000万,,投资方未知,,91310107MA1G0RE57P,旭韬汽车技术服务(上海)有限责任公司,2020-06-17 20:03:36,
338,天使轮,100万,,集结号资本,,91310107332728778X,我伴(上海)网络科技有限公司,2020-06-17 20:03:36,
339,天使轮,金额未知,,南极圈,,91310105MA1FW2AQ9X,上海爱扑啦司信息技术有限公司,2020-06-17 20:03:36,
340,天使轮,金额未知,,电魂创投,,91310104MA1FR6508W,上海宏沙网络科技有限公司,2020-06-17 20:03:36,
341,种子轮,55万,,投资方未知,,91310104MA1FR369X7,上海慕娱信息科技有限公司,2020-06-17 20:03:36,
342,A轮,2000万,,兴业投资,,91310000MA1K32T97E,上海睿迹网络科技有限公司,2020-06-17 20:03:36,
343,A轮,金额未知,,哈尔滨益企云科技研发中心（有限合伙）,,91230102MA1B8A5P62,哈尔滨山复装饰工程有限公司,2020-06-17 20:03:36,
344,种子轮,金额未知,,星海资本,,91310230MA1K1DNUX7,上海咖喱网络科技有限公司,2020-06-17 20:03:36,
345,Pre-A轮,金额未知,,"迦明资本
线性资本",,91310230MA1K0HWC5L,上海远川文化传播有限公司,2020-06-17 20:03:36,
346,天使轮,金额未知,,高樟资本,,91310230MA1K0HWC5L,上海远川文化传播有限公司,2020-06-17 20:03:36,
347,天使轮,金额未知,,星光珠宝,,91310230MA1JXKQT3J,星选(上海)信息科技有限公司,2020-06-17 20:03:36,
348,A轮,金额未知,,"深圳腾千里科技有限公司
富国（深圳）投资控股有限公司",,91310230MA1K0YFEX5,上海北迹网络科技有限公司,2020-06-17 20:03:36,
349,天使轮,金额未知,,"高邮市国有资产投资运营有限公司
中电海康",,91321084MA1UYFB37W,江苏海健智城科技有限公司,2020-06-17 20:03:36,
350,Pre-A轮,金额未知,,福建衡安达资产管理,,91320594MA1MAYN37A,劭行(苏州)智能科技有限公司,2020-06-17 20:03:36,
351,天使轮,金额未知,,聚源资本,,91320594MA1MAYN37A,劭行(苏州)智能科技有限公司,2020-06-17 20:03:36,
352,A轮,金额未知,,苏州融创科技融资担保有限公司,,91320594780265762T,苏州矽湖微电子有限责任公司,2020-06-17 20:03:36,
353,天使轮,金额未知,,紫金科创,,91320191MA1WTFWB0G,南京赤巢网络科技有限公司,2020-06-17 20:03:36,
354,-,金额未知,,紫金科创,,9132011530252175XM,南京智耀网络科技有限公司,2020-06-17 20:03:36,
355,-,金额未知,,紫金科创,,91320113MA1P78R97H,南京艾科声文化传媒有限公司,2020-06-17 20:03:36,
356,天使轮,金额未知,,河南乾合资产管理,,91320111MA1YN6YQ0J,南京多模科技有限公司,2020-06-17 20:03:36,
357,战略投资,金额未知,,Oculus Rift,,91320105MA1PD00P74,南京穴居人网络科技有限公司,2020-06-17 20:03:36,
358,A轮,金额未知,,险峰长青,,91310230MA1K2UEN7D,上海正喧品牌管理有限公司,2020-06-17 20:03:36,
